term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),2.6327146040211207,0.06954749198239527,13.918769104485483,4.87222654835953e-44,2.298328663222533,3.0187125822677237
age_group20-29,0.6985891423115256,0.056949856528540344,-6.298391438757999,3.0075024608248306e-10,0.6243868526971745,0.7805880713031622
age_group30-39,0.5294031079133524,0.0559731164957995,-11.362689062000676,6.413943084046663e-30,0.4740575773688769,0.5903866597216401
age_group40-49,0.438350318179756,0.05671998951822213,-14.54049766396856,6.710303179994129e-48,0.3919560021950965,0.4895688568238587
age_group50-59,0.38425072075937716,0.058274457893446215,-16.413023053045155,1.5432613806063837e-60,0.3425499550312586,0.4304730225501175
age_group60-80,0.3693861858244947,0.05913364769406755,-16.84172458497283,1.2066785568270684e-63,0.32875087720271073,0.41452548745962475
age_group>80,0.4139606540236485,0.09943918382316116,-8.869585553236075,7.341863445246603e-19,0.34068042363792134,0.5031347554567477
education1,1.1104696782489962,0.061877258782693345,1.6934017674267947,0.09037901869925899,0.9837391461044198,1.2537982892864619
education2,1.0426068519003024,0.05530866551510629,0.7543874884255386,0.4506165821337209,0.9354959885222247,1.1619967882632913
education3,1.0317945074508583,0.0467242061201307,0.669878188290439,0.5029354451907233,0.9414284713236208,1.130672533319457
education4,0.9899965580557105,0.05785027643150767,-0.17379022523517296,0.8620303266271738,0.8838780806933947,1.1088744075918555
education5,0.9715196095086884,0.06291427441814913,-0.45925707418231937,0.6460495693071713,0.858858548625334,1.0990925799100988
education6,1.0722245540485897,0.04956358725048207,1.4069908301880416,0.15943010789278253,0.9729215702524642,1.1815725160062032
education7,1.0836962651329496,0.38045525070820324,0.2112670685662597,0.8326788784243412,0.5232277850006045,2.3636010120858293
education8,0.9289800127340417,0.16467671962552105,-0.4473495426998274,0.6546227011321484,0.6741877540271981,1.2870651089607927
education9,0.1281273808451269,1.125181071030139,-1.8261330553446584,0.06783022216161941,0.006502513955328324,0.8825148654652909
acceso_digital,1.04563399775888,0.0073489501368412475,6.072077921332339,1.2626563414760232e-9,1.0306866737472613,1.0608104869783679
