term,estimate,std.error,statistic,p.value,conf.low,conf.high
stateCiudad de Mexico,0.6882074969054867,0.0749462205536037,-4.985773657693625,6.171435925534566e-7,0.5940467971664715,0.7969385599253446
stateCoahuila de Zaragoza,0.9047183212201553,0.08115348076615668,-1.233855036837804,0.21725692669536453,0.7716954912313378,1.060775054590411
stateColima,0.7194112639784304,0.08201768438505243,-4.015257110097548,5.938102497975017e-5,0.6125170620868755,0.8448229567905313
stateDurango,0.8322879338716577,0.08149310269893245,-2.2526670059928953,0.024280152775718926,0.7094022748040476,0.976444378310329
stateEstado de Mexico,0.7157146490894143,0.07494693868268118,-4.462807048931524,8.089289054998358e-6,0.6178002889809175,0.8288078202758608
stateGuanajuato,0.6869675802622699,0.08324560195178607,-4.510366546368664,6.471570426420495e-6,0.5834904377503493,0.8086721728417056
stateGuerrero,0.8821351075602397,0.08321653512401211,-1.5070328432315165,0.13180223892628684,0.7493991458016812,1.03849245508386
stateHidalgo,0.8061781659503325,0.08044956718944962,-2.678081671090079,0.007404516117156227,0.6885211619568379,0.9438311415537967
stateJalisco,0.8403687952872506,0.07827137444102025,-2.2219418367047834,0.026287236568597046,0.7207882141047535,0.9796606696299685
stateMichoacan de Ocampo,0.7645050821972851,0.07921141238791646,-3.3899989635332823,6.989288791965185e-4,0.6544875159694438,0.8928311461276945
stateMorelos,0.8609718134857273,0.08174434471898681,-1.8312399781935906,0.06706473202818669,0.7335134719181554,1.0106280014132567
stateNayarit,0.743512072387813,0.08250531028271958,-3.5921357662719346,3.279788910643554e-4,0.6324495001736284,0.8739850247044217
stateNuevo Leon,0.9653033438711688,0.09193498073534255,-0.38410712414971226,0.7008990514564504,0.8064410839001767,1.1564316907213252
stateOaxaca,0.9025406412165404,0.08025074798415645,-1.2777645136761329,0.2013324702154586,0.7711458800073828,1.0562698072212104
statePuebla,0.851536923025512,0.07514922667166357,-2.1385771298739247,0.032469931353993176,0.734794596636092,0.9865446467202427
stateQueretaro,0.761643495345935,0.07965625060179847,-3.4181459030892642,6.304929849885217e-4,0.6514801396200358,0.8902810099213123
stateQuintana Roo,0.8535524205825773,0.08508616423460214,-1.8610348895578208,0.06273924982685329,0.7225179579325246,1.0086135834590393
stateSan Luis Potosi,0.7890211513163516,0.08290115226738778,-2.858369808651888,0.0042582380679818295,0.6706686777755019,0.9282412215496312
stateSinaloa,0.8800760544402884,0.08270292643036824,-1.5446484817146373,0.12243131252498467,0.7483888936734737,1.035006483560547
stateSonora,1.1325337019103485,0.08710158110788863,1.4288757472650393,0.15303994928722187,0.9551032568756336,1.3438874500111049
stateTabasco,0.6809006403636593,0.08319475918648998,-4.6197487652508595,3.842049811593545e-6,0.5783904890920197,0.8014432452243933
stateTamaulipas,0.6827700399661059,0.08883652457525404,-4.29549860316421,1.743011348237134e-5,0.5736462011374036,0.8126571847176219
stateTlaxcala,0.988120373759638,0.0819406638074372,-0.14584642485473967,0.8840426259776127,0.8415792587633661,1.1604153776289237
stateVeracruz de Ignacio de la Llave,1.0213619496176034,0.08355178029368643,0.25298062229817936,0.800283187410557,0.8671935869684673,1.2033135208003516
stateYucatan,0.954350061711111,0.0837451757042863,-0.5579394090502866,0.5768857596772712,0.8099874528338556,1.124788216961646
stateZacatecas,0.7865621067841112,0.0806370035694208,-2.9773377350615537,0.0029076351295507685,0.6715271745520514,0.9212129311655384
acceso_digital,1.0605766009605693,0.007706460717027806,7.631612689602057,2.3183506065250742e-14,1.0446847873610619,1.0767256671084109
violencia_fisica_normalizadaTRUE,3.69048169006874,0.046568668121975694,28.039388745815508,5.381089933364214e-173,3.37114485777964,4.046404249546687
